name,,date,salary,team,opposing team,score,value,conesensus,avg fp,opp pitcher,hitting grade,hitting grade,savant grade,avg exit velo,hard hit %,barrel %,ops,slg,opp pitcher era,opp pitcher grade,team r/g
Vladimir Guerrero Jr.,C1B/UTL,"April 24, 2023",3900,TOR,CWS,12.2,3.3,12.49,12.71,Lance Lynn,CWS,77.9,88.1,94.2,55.7,13.9,0.792,0.449,6.06,45.7,4.6
Geraldo Perdomo,SS/2B/UTL,"April 24, 2023",3200,ARI,KC,12.5,3.3,10.41,10.34,Brad Keller,KC,78.975,17.5,84.8,18.9,1.5,0.796,0.409,4.36,25,4.9
Jake Burger,3B/UTL,"April 24, 2023",3100,CHW,TOR,3,3.3,8.51,10.94,Chris Bassitt,TOR,60.425,96.5,92.5,51.5,19.4,0.809,0.532,4.12,53.9,4.2
J.D. Davis,3B/UTL,"April 24, 2023",3100,SFG,STL,28.7,3.3,9,9.94,Jordan Montgomery,STL,75.925,69.8,91.6,48.8,9.8,0.784,0.437,3.23,70.7,4.7
Gleyber Torres,2B/UTL,"April 24, 2023",3100,NYY,MIN,9.2,3.3,9.15,9.93,Sonny Gray,MIN,68.175,53.9,89,37.5,7.4,0.752,0.421,2.89,77,4.4
Garrett Cooper,C1B/UTL,"April 24, 2023",2900,MIA,ATL,0,3.3,7.67,8.7,Spencer Strider,ATL,64.325,71.4,89.9,43.1,10.1,0.747,0.443,3.66,87.6,4.2
Whit Merrifield,2B/OF/UTL,"April 24, 2023",2800,TOR,CWS,18.7,3.3,8.86,8.93,Lance Lynn,CWS,74.7,23.7,85.9,27.1,3.1,0.751,0.404,6.06,45.7,4.6
Miguel Cabrera,C1B/UTL,"April 24, 2023",2400,DET,MIL,3,3.3,6.95,4.23,Colin Rea,MIL,50.05,32.8,89,32.6,4.5,0.661,0.329,4.71,45.8,3.9
Jean Segura,3B/UTL,"April 24, 2023",2200,MIA,ATL,3,3.3,6.83,4.51,Spencer Strider,ATL,27.3,27.1,88,37.4,3.7,0.563,0.279,3.66,87.6,4.2
Kevin Smith,SS/UTL,"April 24, 2023",2100,OAK,LAA,25.7,3.3,7.36,3.58,Jose Suarez,LAA,19.55,57.4,88.9,36.9,7.7,0.546,0.33,9.62,13.9,3.6
Ronald Acuna Jr.,OF/UTL,"April 24, 2023",4600,ATL,MIA,3,3.2,14.2,16.66,Edward Cabrera,MIA,97.35,91.8,94.8,55.1,15.5,1.007,0.593,4.7,56.8,5.6
Sean Murphy,C1B/UTL,"April 24, 2023",3500,ATL,MIA,27.9,3.2,10.69,14.05,Edward Cabrera,MIA,94.775,95.1,92.7,49.1,18.8,0.966,0.577,4.7,56.8,5.6
Pavin Smith,C1B/OF/UTL,"April 24, 2023",3200,ARI,KC,12.7,3.2,10.24,12.04,Brad Keller,KC,34.1,58.3,90,42.6,7.8,0.642,0.332,4.36,25,4.9
Wilmer Flores,C1B/3B/2B/UTL,"April 24, 2023",2900,SFG,STL,3,3.2,8.85,9.32,Jordan Montgomery,STL,78.35,40.5,85.8,28.6,5.6,0.795,0.459,3.23,70.7,4.7
Spencer Torkelson,C1B/UTL,"April 24, 2023",2800,DET,MIL,3,3.2,8.11,7.98,Colin Rea,MIL,50.475,80.3,92.3,49.2,12.2,0.704,0.397,4.71,45.8,3.9
Franchy Cordero,OF/UTL,"April 24, 2023",2800,NYY,MIN,0,3.2,7.35,8.45,Sonny Gray,MIN,21.4,88.1,91,38.9,13.9,0.563,0.379,2.89,77,4.4
Alec Burleson,OF/C1B/UTL,"April 24, 2023",2700,STL,SF,0,3.2,8.52,8.58,Alex Cobb,SF,44.775,35.1,90.3,38.8,4.8,0.678,0.389,2.82,72.7,4.7
Oswaldo Cabrera,OF/UTL,"April 24, 2023",2500,NYY,MIN,3.5,3.2,7.3,6.84,Sonny Gray,MIN,26.625,29.5,88.2,35.1,4.1,0.584,0.314,2.89,77,4.4
Aledmys Diaz,2B/SS/3B/UTL,"April 24, 2023",2400,OAK,LAA,9.2,3.2,8.76,4.89,Jose Suarez,LAA,22.025,22.7,87.7,33.5,2.9,0.55,0.29,9.62,13.9,3.6
Michael Conforto,OF/UTL,"April 24, 2023",3200,SFG,STL,0,3.1,8.27,11.12,Jordan Montgomery,STL,65.25,62.5,89.7,42.7,8.5,0.756,0.421,3.23,70.7,4.7
Ozzie Albies,2B/UTL,"April 24, 2023",3100,ATL,MIA,22.5,3.1,10.01,10.04,Edward Cabrera,MIA,78.25,61.1,88.9,38,8.3,0.838,0.516,4.7,56.8,5.6
Sam Hilliard,OF/UTL,"April 24, 2023",2800,ATL,MIA,46.9,3.1,8.51,8.04,Edward Cabrera,MIA,56.7,58.8,93.5,50,7.9,0.735,0.437,4.7,56.8,5.6
Trevor Larnach,OF/UTL,"April 24, 2023",2800,MIN,NYY,9,3,8.33,9.15,Jhony Brito,NYY,46.575,88.5,89,47.3,14,0.699,0.388,4.7,32.6,4.3
Joey Bart,C1B/UTL,"April 24, 2023",2400,SFG,STL,6,3.1,6.68,5.48,Jordan Montgomery,STL,30.675,38.6,84.9,22.8,5.3,0.581,0.295,3.23,70.7,4.7
Shohei Ohtani,OF/UTL,"April 24, 2023",3800,LAA,OAK,9.2,3,14.19,11.29,Ken Waldichuk,OAK,96.1,95.1,93.8,52.3,18.8,1.051,0.665,6.66,25,5
DJ LeMahieu,3B/C1B/2B/UTL,"April 24, 2023",3200,NYY,MIN,9,3,8.16,10.36,Sonny Gray,MIN,41.75,40,90.2,44.5,5.5,0.664,0.369,2.89,77,4.4
Brendan Donovan,2B/C1B/OF/UTL,"April 24, 2023",2900,STL,SF,6,3,8.26,8.93,Alex Cobb,SF,81.4,45.2,89.3,41,6.3,0.797,0.425,2.82,72.7,4.7
Matt Chapman,3B/UTL,"April 24, 2023",4300,TOR,CWS,9.5,2.9,10.46,14.4,Lance Lynn,CWS,79.125,94.6,93.9,58.5,17.9,0.814,0.466,6.06,45.7,4.6
Matt Olson,C1B/UTL,"April 24, 2023",4100,ATL,MIA,18.4,2.9,12.79,13.96,Edward Cabrera,MIA,86.05,96.3,94.7,56.9,19.1,0.933,0.573,4.7,56.8,5.6
Mike Yastrzemski,OF/UTL,"April 24, 2023",3000,SFG,STL,9.2,2.9,7.35,9.86,Jordan Montgomery,STL,70.85,74.9,90.9,46.8,10.9,0.796,0.47,3.23,70.7,4.7
Tommy Edman,SS/UTL,"April 24, 2023",3000,STL,SF,3,2.9,8.44,9.43,Alex Cobb,SF,49.7,31.4,90,40.9,4.3,0.693,0.391,2.82,72.7,4.7
Tony Kemp,2B/OF/UTL,"April 24, 2023",2500,OAK,LAA,15.5,2.9,7.65,6.86,Jose Suarez,LAA,25.825,16.9,86.9,20.1,1.4,0.576,0.289,9.62,13.9,3.6
Jose Trevino,C1B/UTL,"April 24, 2023",2500,NYY,MIN,3,2.9,5.75,6.56,Sonny Gray,MIN,26.3,23.6,85.9,32.1,3,0.58,0.318,2.89,77,4.4
Brice Turang,2B/SS/UTL,"April 24, 2023",2700,MIL,DET,0,2.8,7.63,7.43,Matthew Boyd,DET,22.55,24.4,86.8,29.1,3.2,0.566,0.305,5.45,50.8,4.2
Jacob Stallings,C1B/UTL,"April 24, 2023",2200,MIA,ATL,0,2.8,5.67,4.78,Spencer Strider,ATL,22.55,53.9,90.6,43.6,7.4,0.551,0.266,3.66,87.6,4.2
Joey Gallo,C1B/OF/UTL,"April 24, 2023",3500,MIN,NYY,21.7,2.7,8.87,12.57,Jhony Brito,NYY,56.95,98.3,93.4,57.5,21.7,0.783,0.473,4.7,32.6,4.3
Lenyn Sosa,2B/3B/SS/UTL,"April 24, 2023",2100,CHW,TOR,0,2.6,6.64,3.95,Chris Bassitt,TOR,7.625,41.4,88.1,34,5.7,0.366,0.221,4.12,53.9,4.2
Blake Perkins,OF/UTL,"April 24, 2023",2000,MIL,DET,0,2.4,7.91,1.55,Matthew Boyd,DET,29.9,34.6,86,31.3,4.7,0.602,0.308,5.45,50.8,4.2
James Outman,OF/UTL,"April 23, 2023",3400,LAD,CHC,6,4.7,10.03,13.92,Marcus Stroman,CHC,61.475,71.4,88,41.4,10.1,0.748,0.421,2.88,75.4,5.5
Ryan Noda,C1B/UTL,"April 23, 2023",2300,OAK,TEX,0,4.7,7.91,7.09,Jacob deGrom,TEX,66.175,86.2,90.8,44.2,13.5,0.777,0.403,2.67,97.7,3.6
Zach McKinstry,2B/3B/OF/UTL,"April 23, 2023",2200,DET,BAL,9,4.6,8.72,7.3,Grayson Rodriguez,BAL,52.725,67,87.5,37.3,9.3,0.691,0.369,7.35,32.2,3.9
Conner Capel,OF/UTL,"April 23, 2023",2100,OAK,TEX,9,4.6,7.91,5.45,Jacob deGrom,TEX,60.825,0,86.4,18.8,0,0.701,0.329,2.67,97.7,3.6
Anthony Volpe,SS/UTL,"April 23, 2023",2700,NYY,TOR,0,4.5,9.57,9.17,Kevin Gausman,TOR,37.15,65.6,89.6,45.7,9.1,0.664,0.382,3.03,89.1,4.4
Danny Jansen,C1B/UTL,"April 23, 2023",2300,TOR,NYY,13,4.5,9.12,5.11,Clarke Schmidt,NYY,57.075,69.1,88.2,36.8,9.7,0.751,0.466,4.31,57.8,4.6
Ezequiel Duran,2B/SS/OF/UTL,"April 23, 2023",2100,TEX,OAK,6,4.5,8.55,5.83,Kyle Muller,OAK,86.475,76.8,91,46.7,11.5,0.85,0.514,7.79,11.8,5.9
Luis Torrens,C1B/UTL,"April 23, 2023",2000,CHC,LAD,0,4.5,6.12,2.9,Clayton Kershaw,LAD,42.8,0,85.9,33.3,0,0.618,0.3,2.55,87.2,4.7
Tucupita Marcano,2B/UTL,"April 23, 2023",2000,PIT,CIN,3,4.5,8.23,4.59,Hunter Greene,CIN,41.475,39.4,88.6,36.1,5.4,0.655,0.37,3.93,71.7,4.2
Stuart Fairchild,OF/UTL,"April 23, 2023",2400,CIN,PIT,0,4.3,8.69,6.2,Vince Velasquez,PIT,62.125,61.1,87.6,31.2,8.3,0.743,0.404,3.86,63,4.9
Yu Chang,3B/UTL,"April 23, 2023",2000,BOS,MIL,15.2,4.3,6.37,5.36,Corbin Burnes,MIL,25.6,52,90.2,38.1,7.1,0.6,0.39,3.73,70.9,5
Byron Buxton,OF/UTL,"April 23, 2023",3000,MIN,WSH,3,4.2,12.81,9.64,Patrick Corbin,WSH,44.475,85.7,90.8,44.1,13.4,0.706,0.417,4.89,27.4,4.3
Kerry Carpenter,OF/UTL,"April 23, 2023",2700,DET,BAL,0,4.2,9.76,8.11,Grayson Rodriguez,BAL,82.1,85.7,90.9,45.4,13.4,0.862,0.537,7.35,32.2,3.9
Jace Peterson,2B/3B/UTL,"April 23, 2023",2200,OAK,TEX,0,4.2,7.76,7.08,Jacob deGrom,TEX,31.375,42.1,85.7,28,5.8,0.611,0.311,2.67,97.7,3.6
Willi Castro,3B/SS/OF/UTL,"April 23, 2023",2000,MIN,WSH,3,4.2,8.58,4.24,Patrick Corbin,WSH,46.55,59.5,86.3,34,8,0.674,0.359,4.89,27.4,4.3
Daulton Varsho,OF/UTL,"April 23, 2023",2900,TOR,NYY,18.7,4.1,11.61,8.76,Clarke Schmidt,NYY,34.9,53.1,87.9,38.5,7.3,0.644,0.365,4.31,57.8,4.6
Jake Fraley,OF/UTL,"April 23, 2023",2700,CIN,PIT,0,4.1,10.74,8.05,Vince Velasquez,PIT,82.475,53.9,84.6,30.5,7.4,0.831,0.468,3.86,63,4.9
Gavin Sheets,C1B/OF/UTL,"April 23, 2023",2500,CHW,TB,0,4.1,8.28,8.88,Zach Eflin,TB,41.125,49.4,88.9,36,6.7,0.668,0.371,3.59,81.4,4.2
Akil Baddoo,OF/UTL,"April 23, 2023",2500,DET,BAL,3,4.1,9.97,5.32,Grayson Rodriguez,BAL,43.9,36.1,88.2,37.5,5,0.666,0.34,7.35,32.2,3.9
James McCann,C1B/UTL,"April 23, 2023",2100,BAL,DET,0,4.1,7.3,5.73,Eduardo Rodriguez,DET,18.925,60.7,89.9,44.7,8.2,0.544,0.321,2.7,87.9,5
Tyler Wade,OF/2B/SS/UTL,"April 23, 2023",2000,OAK,TEX,9,4.1,5.91,3.03,Jacob deGrom,TEX,43.725,0,85.3,23.7,0,0.623,0.314,2.67,97.7,3.6
Kevin Pillar,OF/UTL,"April 23, 2023",2000,ATL,HOU,18.7,4.1,7.28,3.62,Cristian Javier,HOU,58.125,71,89,41.3,10,0.748,0.472,4.39,56.6,5.6
Christian Yelich,OF/UTL,"April 23, 2023",3100,MIL,BOS,12.7,4,12.08,11.97,Brayan Bello,BOS,88.025,73.8,92.8,52.9,10.6,0.85,0.472,3.14,66.6,4.2
TJ Friedl,OF/UTL,"April 23, 2023",2900,CIN,PIT,3,4,11.26,8.71,Vince Velasquez,PIT,83.65,17.5,86.1,24.8,1.5,0.808,0.44,3.86,63,4.9
Mauricio Dubon,2B/SS/OF/UTL,"April 23, 2023",2700,HOU,ATL,9.2,4,7.98,9.29,Max Fried,ATL,58.95,29.5,87.1,30.1,4.1,0.694,0.391,2.08,84.3,4.7
Oswald Peraza,SS/2B/3B/UTL,"April 23, 2023",2500,NYY,TOR,0,4,7.98,8.72,Kevin Gausman,TOR,34.4,0,88.4,37,0,0.576,0.242,3.03,89.1,4.4
Kevin Kiermaier,OF/UTL,"April 23, 2023",2500,TOR,NYY,3,4,8.77,7.67,Clarke Schmidt,NYY,73.075,29,86.9,33.9,4,0.761,0.427,4.31,57.8,4.6
Matt Vierling,OF/UTL,"April 23, 2023",2400,DET,BAL,9.2,4,8.53,6.55,Grayson Rodriguez,BAL,69.725,37.7,90.3,45.1,5.2,0.744,0.407,7.35,32.2,3.9
Donovan Solano,C1B/2B/3B/UTL,"April 23, 2023",2400,MIN,WSH,0,4,17.02,6.15,Patrick Corbin,WSH,79.65,47.3,91,45.3,6.5,0.795,0.419,4.89,27.4,4.3
Victor Caratini,C1B/UTL,"April 23, 2023",2100,MIL,BOS,0,4,8.75,5.36,Brayan Bello,BOS,64.3,51.5,92.9,50,7,0.734,0.386,3.14,66.6,4.2
Carlos Correa,SS/UTL,"April 23, 2023",2900,MIN,WSH,0,3.9,11.81,8.06,Patrick Corbin,WSH,53.25,72.9,89.5,43.1,10.5,0.715,0.408,4.89,27.4,4.3
Riley Greene,OF/UTL,"April 23, 2023",2800,DET,BAL,3,3.9,9.33,8.77,Grayson Rodriguez,BAL,84.7,74.3,91.8,48.7,10.7,0.815,0.448,7.35,32.2,3.9
Jose Miranda,3B/C1B/UTL,"April 23, 2023",2500,MIN,WSH,12.2,3.9,9.85,5.95,Patrick Corbin,WSH,24,30.2,87.9,37.3,4.2,0.566,0.303,4.89,27.4,4.3
Canaan Smith-Njigba,OF/UTL,"April 23, 2023",2200,PIT,CIN,0,3.9,7.54,5.08,Hunter Greene,CIN,9.375,78.5,87,41.2,11.8,0.435,0.219,3.93,71.7,4.2
Jordan Diaz,2B/UTL,"April 23, 2023",2000,OAK,TEX,6.2,3.9,6.67,12.63,Jacob deGrom,TEX,49.325,37,90.4,48.1,5.1,0.697,0.43,2.67,97.7,3.6
Adolis Garcia,OF/UTL,"April 23, 2023",3600,TEX,OAK,3,3.8,11.48,16.4,Kyle Muller,OAK,82.7,93.9,91.9,49.4,16.6,0.86,0.525,7.79,11.8,5.9
Willy Adames,SS/UTL,"April 23, 2023",3300,MIL,BOS,6.5,3.8,11.73,11.99,Brayan Bello,BOS,47.15,87.3,87.1,35.3,13.8,0.706,0.411,3.14,66.6,4.2
Alex Verdugo,OF/UTL,"April 23, 2023",3200,BOS,MIL,15.7,3.8,9.93,11.43,Corbin Burnes,MIL,82.35,35.1,89.3,37.6,4.8,0.806,0.449,3.73,70.9,5
Ryan Jeffers,C1B/UTL,"April 23, 2023",2800,MIN,WSH,6,3.8,9.64,8.94,Patrick Corbin,WSH,74.8,55.5,90.4,45.2,7.5,0.789,0.422,4.89,27.4,4.3
Andrew Benintendi,OF/UTL,"April 23, 2023",2700,CHW,TB,9.2,3.8,9.86,8.76,Zach Eflin,TB,70.3,22.7,86.5,27,2.9,0.731,0.378,3.59,81.4,4.2
Mike Zunino,C1B/UTL,"April 23, 2023",2700,CLE,MIA,0,3.8,8.31,9.01,Jesus Luzardo,MIA,22.5,58.8,85.9,34.9,7.9,0.578,0.306,3.29,83.6,4
Jason Vosler,3B/UTL,"April 23, 2023",2600,CIN,PIT,0,3.8,8.89,6.96,Vince Velasquez,PIT,21.35,60.4,86,21.6,8.1,0.571,0.371,3.86,63,4.9
Jesus Aguilar,C1B/UTL,"April 23, 2023",2300,OAK,TEX,0,3.8,7.38,6.36,Jacob deGrom,TEX,39.825,49.7,86.7,29.7,6.8,0.665,0.385,2.67,97.7,3.6
Connor Wong,C1B/UTL,"April 23, 2023",2200,BOS,MIL,16.2,3.8,6.12,4.41,Corbin Burnes,MIL,47.775,67.9,89.3,35.8,9.5,0.691,0.4,3.73,70.9,5
Isiah Kiner-Falefa,SS/OF/3B/UTL,"April 23, 2023",2100,NYY,TOR,9,3.8,6.91,3.1,Kevin Gausman,TOR,48.5,30.2,88.7,37.1,4.2,0.673,0.372,3.03,89.1,4.4
Rowdy Tellez,C1B/UTL,"April 23, 2023",3600,MIL,BOS,3,3.7,11.43,12.73,Brayan Bello,BOS,39.8,61.1,89.3,38.5,8.3,0.672,0.388,3.14,66.6,4.2
George Springer,OF/UTL,"April 23, 2023",3200,TOR,NYY,0,3.7,11.33,9.16,Clarke Schmidt,NYY,73.2,66.1,88.8,42.5,9.2,0.763,0.427,4.31,57.8,4.6
Nathaniel Lowe,C1B/UTL,"April 23, 2023",3200,TEX,OAK,6,3.7,10.99,11.18,Kyle Muller,OAK,81.325,45.2,89.7,40.1,6.3,0.804,0.436,7.79,11.8,5.9
Jack Suwinski,OF/UTL,"April 23, 2023",3200,PIT,CIN,27.5,3.7,9.66,11.46,Hunter Greene,CIN,74.325,94.9,91.9,50.3,18.5,0.846,0.496,3.93,71.7,4.2
Justin Turner,C1B/3B/UTL,"April 23, 2023",2900,BOS,MIL,34.4,3.7,8.71,8.69,Corbin Burnes,MIL,86.425,45.2,89.9,40.5,6.3,0.836,0.474,3.73,70.9,5
Amed Rosario,SS/UTL,"April 23, 2023",2700,CLE,MIA,39.8,3.7,10.41,8.66,Jesus Luzardo,MIA,47.175,20.9,88.7,42.4,2.5,0.653,0.35,3.29,83.6,4
Alejandro Kirk,C1B/UTL,"April 23, 2023",2600,TOR,NYY,3,3.7,9.1,8.03,Clarke Schmidt,NYY,36.775,32.6,87.2,36.3,4.4,0.61,0.298,4.31,57.8,4.6
Kyle Higashioka,C1B/UTL,"April 23, 2023",2500,NYY,TOR,0,3.7,6.97,6.62,Kevin Gausman,TOR,38.925,81.5,90.2,49.5,12.4,0.655,0.389,3.03,89.1,4.4
Jose Abreu,C1B/UTL,"April 23, 2023",2500,HOU,ATL,3,3.7,8.33,6.87,Max Fried,ATL,39.925,52,89.4,41.8,7.1,0.642,0.352,2.08,84.3,4.7
Chadwick Tromp,C1B/UTL,"April 23, 2023",2200,ATL,HOU,0,3.7,6.27,0,Cristian Javier,HOU,5.975,0,90.4,22.2,0,0.313,0.188,4.39,56.6,5.6
Eddie Rosario,OF/UTL,"April 23, 2023",2200,ATL,HOU,0,3.7,8.25,4.08,Cristian Javier,HOU,69.675,75.4,89.2,38.6,11.1,0.792,0.486,4.39,56.6,5.6
Blake Perkins,OF/UTL,"April 23, 2023",2000,MIL,BOS,0,3.7,7.68,2.07,Brayan Bello,BOS,29.9,34.6,86,31.3,4.7,0.602,0.308,3.14,66.6,4.2
Ji Hwan Bae,2B/OF/UTL,"April 23, 2023",3000,PIT,CIN,0,3.6,8.64,8.71,Hunter Greene,CIN,36.55,20.9,87.7,34.8,2.5,0.609,0.308,3.93,71.7,4.2
Alex Bregman,3B/UTL,"April 23, 2023",3000,HOU,ATL,16,3.6,8.7,9.75,Max Fried,ATL,63.025,37.7,87.8,35.5,5.2,0.739,0.398,2.08,84.3,4.7
Masataka Yoshida,OF/UTL,"April 23, 2023",2900,BOS,MIL,51.4,3.6,8.92,9.77,Corbin Burnes,MIL,93.125,49.7,89.1,42.8,6.8,0.883,0.502,3.73,70.9,5
Jesse Winker,OF/UTL,"April 23, 2023",2900,MIL,BOS,6,3.6,10.6,8.28,Brayan Bello,BOS,31.6,34.6,87.1,32.7,4.7,0.579,0.253,3.14,66.6,4.2
Jorge Polanco,2B/UTL,"April 23, 2023",2800,MIN,WSH,28.2,3.6,10.01,6.1,Patrick Corbin,WSH,59.225,88.8,86.5,37.4,14.3,0.741,0.45,4.89,27.4,4.3
Brice Turang,2B/SS/UTL,"April 23, 2023",2700,MIL,BOS,0,3.6,9.25,7.81,Brayan Bello,BOS,22.55,24.4,86.8,29.1,3.2,0.566,0.305,3.14,66.6,4.2
Rodolfo Castro,2B/SS/UTL,"April 23, 2023",2600,PIT,CIN,3,3.6,8.53,7.26,Hunter Greene,CIN,45.1,60.4,87.9,36.8,8.1,0.672,0.355,3.93,71.7,4.2
Jake Rogers,C1B/UTL,"April 23, 2023",2500,DET,BAL,6,3.6,7.64,7.78,Grayson Rodriguez,BAL,51.3,92.5,91,49,15.7,0.742,0.446,7.35,32.2,3.9
Jake Meyers,OF/UTL,"April 23, 2023",2300,HOU,ATL,15.2,3.6,6.55,5.34,Max Fried,ATL,46.375,52.5,85.2,26.8,7.2,0.687,0.381,2.08,84.3,4.7
Nick Madrigal,2B/3B/UTL,"April 23, 2023",2000,CHC,LAD,0,3.6,5.98,6,Clayton Kershaw,LAD,62.25,16.9,86.2,27.5,1.4,0.7,0.364,2.55,87.2,4.7
Marcus Semien,2B/UTL,"April 23, 2023",3900,TEX,OAK,18.2,3.5,12.14,14.5,Kyle Muller,OAK,76.175,36.1,88.2,37.1,5,0.784,0.443,7.79,11.8,5.9
Yandy Diaz,C1B/3B/UTL,"April 23, 2023",3500,TBR,CWS,9.5,3.5,10.98,14.29,Lucas Giolito,CWS,94.9,63,94.7,56.1,8.6,0.923,0.515,3.45,71.6,5.4
Jeremy Pena,SS/UTL,"April 23, 2023",3200,HOU,ATL,0,3.5,8.39,12,Max Fried,ATL,48.95,41.4,87.6,35.4,5.7,0.687,0.39,2.08,84.3,4.7
Gleyber Torres,2B/UTL,"April 23, 2023",3100,NYY,TOR,3,3.5,9.3,10.26,Kevin Gausman,TOR,68.175,53.9,89,37.5,7.4,0.752,0.421,3.03,89.1,4.4
Carlos Santana,C1B/UTL,"April 23, 2023",2900,PIT,CIN,12.2,3.5,8.59,9.81,Hunter Greene,CIN,50.875,37,88.7,34.4,5.1,0.701,0.387,3.93,71.7,4.2
Kike Hernandez,2B/SS/OF/UTL,"April 23, 2023",2900,BOS,MIL,15.2,3.5,7.59,9.49,Corbin Burnes,MIL,29.325,30,50,10,10,0.598,0.32,3.73,70.9,5
Eloy Jimenez,OF/UTL,"April 23, 2023",2800,CHW,TB,9.5,3.5,9.2,8.4,Zach Eflin,TB,70.975,76.8,92.6,53.8,11.5,0.776,0.463,3.59,81.4,4.2
Ramon Urias,3B/2B/C1B/UTL,"April 23, 2023",2800,BAL,DET,0,3.5,8.97,8.18,Eduardo Rodriguez,DET,60.325,70.5,90.1,41.7,9.9,0.717,0.39,2.7,87.9,5
Esteury Ruiz,OF/UTL,"April 23, 2023",2800,OAK,TEX,0,3.5,8.5,9.15,Jacob deGrom,TEX,45.425,19,82.6,18.9,1.9,0.64,0.329,2.67,97.7,3.6
Leody Taveras,OF/UTL,"April 23, 2023",2500,TEX,OAK,24.6,3.5,8.34,7.67,Kyle Muller,OAK,81.7,51.5,89.7,40.8,7,0.803,0.467,7.79,11.8,5.9
Oswaldo Cabrera,OF/UTL,"April 23, 2023",2500,NYY,TOR,0,3.5,7.72,7.22,Kevin Gausman,TOR,26.625,29.5,88.2,35.1,4.1,0.584,0.314,3.03,89.1,4.4
Oscar Gonzalez,OF/UTL,"April 23, 2023",2300,CLE,MIA,3,3.5,8.9,4.56,Jesus Luzardo,MIA,15.8,37.7,87.2,31,5.2,0.501,0.288,3.29,83.6,4
Ryan McKenna,OF/UTL,"April 23, 2023",2100,BAL,DET,0,3.5,6.7,2.88,Eduardo Rodriguez,DET,57.725,53.1,92.1,41.8,7.3,0.707,0.392,2.7,87.9,5
Aaron Judge,OF/UTL,"April 23, 2023",4300,NYY,TOR,0,3.4,12.79,12.27,Kevin Gausman,TOR,95.875,99.3,97.2,62.6,30.4,1.078,0.674,3.03,89.1,4.4
Freddie Freeman,C1B/UTL,"April 23, 2023",3700,LAD,CHC,6.2,3.4,11.3,10.81,Marcus Stroman,CHC,95.525,80.3,90.4,41.7,12.2,0.941,0.546,2.88,75.4,5.5
Nico Hoerner,2B/SS/UTL,"April 23, 2023",3600,CHC,LAD,6.2,3.4,9.2,15.16,Clayton Kershaw,LAD,59.3,19,86.4,33.1,1.9,0.7,0.377,2.55,87.2,4.7
Mookie Betts,OF/2B/SS/UTL,"April 23, 2023",3500,LAD,CHC,38.2,3.4,10.88,10.34,Marcus Stroman,CHC,94.125,80.8,92.4,48.8,12.3,0.979,0.592,2.88,75.4,5.5
Jonah Heim,C1B/UTL,"April 23, 2023",3500,TEX,OAK,3,3.4,9.98,14.29,Kyle Muller,OAK,83.4,64.6,89.4,37.4,8.9,0.824,0.483,7.79,11.8,5.9
Anthony Rizzo,C1B/UTL,"April 23, 2023",3400,NYY,TOR,18.7,3.4,10.26,11.15,Kevin Gausman,TOR,65.175,53.9,90.2,38.8,7.4,0.74,0.396,3.03,89.1,4.4
Austin Hays,OF/UTL,"April 23, 2023",3300,BAL,DET,0,3.4,10.68,11.46,Eduardo Rodriguez,DET,87.7,72.9,90.4,41.2,10.5,0.84,0.49,2.7,87.9,5
Dansby Swanson,SS/UTL,"April 23, 2023",3200,CHC,LAD,0,3.4,8.79,11.04,Clayton Kershaw,LAD,68.875,83.4,89.4,41.1,12.9,0.753,0.409,2.55,87.2,4.7
Brian Anderson,3B/OF/UTL,"April 23, 2023",3100,MIL,BOS,40.4,3.4,9.46,10.65,Brayan Bello,BOS,48.725,74.3,87,35.2,10.7,0.691,0.373,3.14,66.6,4.2
Robbie Grossman,OF/UTL,"April 23, 2023",2900,TEX,OAK,35.2,3.4,10.09,6.66,Kyle Muller,OAK,39.625,46.6,88.3,37,6.4,0.657,0.361,7.79,11.8,5.9
Gunnar Henderson,3B/SS/UTL,"April 23, 2023",2700,BAL,DET,0,3.4,8.16,8.73,Eduardo Rodriguez,DET,73.075,76.4,92.2,52.4,11.4,0.804,0.462,2.7,87.9,5
Eric Hosmer,C1B/UTL,"April 23, 2023",2500,CHC,LAD,0,3.4,6.58,7.63,Clayton Kershaw,LAD,33.8,42.1,85.1,34.8,5.8,0.61,0.33,2.55,87.2,4.7
Elvis Andrus,SS/2B/UTL,"April 23, 2023",2300,CHW,TB,0,3.4,7.84,6.64,Zach Eflin,TB,25.55,18.8,86.4,27.5,1.8,0.561,0.271,3.59,81.4,4.2
Luke Maile,C1B/UTL,"April 23, 2023",2000,CIN,PIT,3,3.4,6.33,1.74,Vince Velasquez,PIT,33.8,79.9,86.8,25.8,12.1,0.644,0.379,3.86,63,4.9
Rafael Devers,3B/UTL,"April 23, 2023",4200,BOS,MIL,9.7,3.3,11.02,14.2,Corbin Burnes,MIL,80.25,88.8,93,52.6,14.3,0.853,0.523,3.73,70.9,5
Randy Arozarena,OF/UTL,"April 23, 2023",4000,TBR,CWS,6,3.3,11.73,15.41,Lucas Giolito,CWS,86.025,90.6,93.2,51.9,14.8,0.848,0.463,3.45,71.6,5.4
Bo Bichette,SS/UTL,"April 23, 2023",3700,TOR,NYY,3.2,3.3,11.83,11.4,Clarke Schmidt,NYY,87.75,71,91.3,46.4,10,0.842,0.497,4.31,57.8,4.6
