name,,date,salary,team,opposing team,score,value,conesensus,avg fp,opp pitcher,hitting grade,hitting grade,savant grade,avg exit velo,hard hit %,barrel %,ops,slg,opp pitcher era,opp pitcher grade,team r/g
Josh Jung,3B/UTL,"April 23, 2023",3300,TEX,OAK,0,3.3,10.4,10.85,Kyle Muller,OAK,78.85,81.5,92,49.4,12.4,0.816,0.492,7.79,11.8,5.9
Andrew McCutchen,OF/UTL,"April 23, 2023",3300,PIT,CIN,3,3.3,9.9,11.88,Hunter Greene,CIN,78.325,53.1,89.8,44.4,7.3,0.801,0.421,3.93,71.7,4.2
Harold Ramirez,OF/UTL,"April 23, 2023",3100,TBR,CWS,18.7,3.3,9.63,12.03,Lucas Giolito,CWS,77.225,38.6,89.7,42.6,5.3,0.784,0.456,3.45,71.6,5.4
Ozzie Albies,2B/UTL,"April 23, 2023",3100,ATL,HOU,3,3.3,10.21,10.37,Cristian Javier,HOU,78.25,61.1,88.9,38,8.3,0.838,0.516,4.39,56.6,5.6
J.D. Martinez,OF/UTL,"April 23, 2023",3000,LAD,CHC,18.7,3.3,9.26,10.93,Marcus Stroman,CHC,75.425,94.8,92.9,54.6,18,0.873,0.569,2.88,75.4,5.5
Andrew Vaughn,C1B/UTL,"April 23, 2023",2900,CHW,TB,0,3.3,8.79,10.34,Zach Eflin,TB,60.95,67.9,91.2,47.3,9.5,0.742,0.425,3.59,81.4,4.2
Ke'Bryan Hayes,3B/UTL,"April 23, 2023",2900,PIT,CIN,9.2,3.3,9.72,9.28,Hunter Greene,CIN,50.925,48,92.1,46.7,6.6,0.683,0.393,3.93,71.7,4.2
Sam Hilliard,OF/UTL,"April 23, 2023",2900,ATL,HOU,6,3.3,8.45,8.17,Cristian Javier,HOU,56.7,58.8,93.5,50,7.9,0.735,0.437,4.39,56.6,5.6
Whit Merrifield,2B/OF/UTL,"April 23, 2023",2800,TOR,NYY,12.2,3.3,8.78,8.71,Clarke Schmidt,NYY,74.7,23.7,85.9,27.1,3.1,0.751,0.404,4.31,57.8,4.6
Josh Bell,C1B/UTL,"April 23, 2023",2700,CLE,MIA,34.2,3.3,9.58,7.92,Jesus Luzardo,MIA,51.45,66.1,90.5,43.4,9.2,0.7,0.379,3.29,83.6,4
Vaughn Grissom,SS/UTL,"April 23, 2023",2600,ATL,HOU,0,3.3,7.89,5.81,Cristian Javier,HOU,48.725,41.4,86.7,35.8,5.7,0.622,0.308,4.39,56.6,5.6
David Hensley,2B/OF/UTL,"April 23, 2023",2400,HOU,ATL,6.2,3.3,6.43,5.09,Max Fried,ATL,7.725,31.4,90.9,48.9,4.3,0.388,0.175,2.08,84.3,4.7
David Peralta,OF/UTL,"April 23, 2023",2400,LAD,CHC,0,3.3,7.69,4.14,Marcus Stroman,CHC,63.25,50.4,91.3,50.8,6.9,0.723,0.413,2.88,75.4,5.5
Joey Wiemer,OF/UTL,"April 23, 2023",2300,MIL,BOS,24.4,3.3,7.98,6.18,Brayan Bello,BOS,42.1,74.9,88.9,37.5,10.9,0.684,0.39,3.14,66.6,4.2
Gabriel Arias,C1B/3B/SS/UTL,"April 23, 2023",2000,CLE,MIA,0,3.3,7.14,3.48,Jesus Luzardo,MIA,26.3,50.4,90,40.2,6.9,0.598,0.307,3.29,83.6,4
Yordan Alvarez,OF/UTL,"April 23, 2023",4400,HOU,ATL,10,3.2,10.22,15.33,Max Fried,ATL,92.725,95.1,93.4,55.7,18.8,0.978,0.589,2.08,84.3,4.7
Jonathan India,2B/UTL,"April 23, 2023",3700,CIN,PIT,0,3.2,10.73,11.93,Vince Velasquez,PIT,61.25,58.3,89.3,39.2,7.8,0.734,0.401,3.86,63,4.9
Luis Robert Jr.,OF/UTL,"April 23, 2023",3500,CHW,TB,9,3.2,10.07,10.81,Zach Eflin,TB,85.425,92.1,88.8,40.7,15.6,0.908,0.575,3.59,81.4,4.2
Austin Riley,3B/UTL,"April 23, 2023",3500,ATL,HOU,3,3.2,10.48,10.98,Cristian Javier,HOU,69.125,72.1,91.8,47.6,10.3,0.763,0.437,4.39,56.6,5.6
Cody Bellinger,OF/C1B/UTL,"April 23, 2023",3400,CHC,LAD,15.7,3.2,8.2,14.17,Clayton Kershaw,LAD,91.1,38.6,86.8,28.6,5.3,0.882,0.524,2.55,87.2,4.7
Spencer Steer,OF/C1B/UTL,"April 23, 2023",3200,CIN,PIT,0,3.2,9.78,9.79,Vince Velasquez,PIT,82.85,47.3,90.1,40.5,6.5,0.83,0.467,3.86,63,4.9
Jordan Diaz,2B/UTL,"April 22, 2023",2000,OAK,TEX,9.7,5.2,8.06,14.1,Andrew Heaney,TEX,49.325,37,90.4,48.1,5.1,0.697,0.43,4.43,51.4,3.6
Zach McKinstry,2B/3B/OF/UTL,"April 22, 2023",2200,DET,BAL,18.7,4.8,8.42,6.42,Kyle Gibson,BAL,52.725,67,87.5,37.3,9.3,0.691,0.369,4.77,45.5,3.9
Kerry Carpenter,OF/UTL,"April 22, 2023",2400,DET,BAL,3,4.7,9.64,8.45,Kyle Gibson,BAL,82.1,85.7,90.9,45.4,13.4,0.862,0.537,4.77,45.5,3.9
Nate Eaton,OF/UTL,"April 22, 2023",2100,KCR,LAA,0,4.4,8.56,1.52,Tyler Anderson,LAA,3.85,0,84.3,28.1,0,0.2,0.075,5.17,35.8,3.7
Rob Refsnyder,OF/UTL,"April 22, 2023",2600,BOS,MIL,3,4.3,9.62,7.09,Wade Miley,MIL,69.7,36.1,88.3,38.6,5,0.749,0.353,3.06,56.9,5
Matt Carpenter,C1B/UTL,"April 22, 2023",2600,SDP,ARI,9.5,4.2,10.22,7.09,Merrill Kelly,ARI,28.15,80.8,87.3,32.1,12.3,0.614,0.317,3.22,75.4,4.5
Marcus Semien,2B/UTL,"April 22, 2023",3800,TEX,OAK,22.4,4.1,13.56,14.08,Shintaro Fujinami,OAK,76.175,36.1,88.2,37.1,5,0.784,0.443,8.75,31.7,5.9
Adolis Garcia,OF/UTL,"April 22, 2023",3400,TEX,OAK,95,4.1,12.35,12.03,Shintaro Fujinami,OAK,82.7,93.9,91.9,49.4,16.6,0.86,0.525,8.75,31.7,5.9
Travis Jankowski,OF/UTL,"April 22, 2023",2800,TEX,OAK,12.4,4.1,10.9,8.61,Shintaro Fujinami,OAK,86.35,0,85.7,26.9,0,0.839,0.418,8.75,31.7,5.9
Nick Maton,2B/3B/UTL,"April 22, 2023",2600,DET,BAL,0,4.1,9.15,7.75,Kyle Gibson,BAL,23.775,67.9,86.5,33.3,9.5,0.587,0.298,4.77,45.5,3.9
Christian Arroyo,2B/UTL,"April 22, 2023",2200,BOS,MIL,6.2,4.1,7.92,4.19,Wade Miley,MIL,48.075,37.7,86.5,33.6,5.2,0.674,0.392,3.06,56.9,5
Carlos Perez,C1B/UTL,"April 22, 2023",2000,OAK,TEX,3.5,4.1,8.07,5.67,Andrew Heaney,TEX,44.975,42.8,89.4,40.6,5.9,0.677,0.384,4.43,51.4,3.6
Yu Chang,3B/UTL,"April 22, 2023",2000,BOS,MIL,22.2,4.1,7.44,4.24,Wade Miley,MIL,25.6,52,90.2,38.1,7.1,0.6,0.39,3.06,56.9,5
Kevin Pillar,OF/UTL,"April 22, 2023",2000,ATL,HOU,0,4.1,7.4,3.95,Framber Valdez,HOU,58.125,71,89,41.3,10,0.748,0.472,2.76,88.8,5.6
Tyler O'Neill,OF/UTL,"April 22, 2023",2500,STL,SEA,0,4,8.1,7.89,Luis Castillo,SEA,34.375,87.3,89.3,44.8,13.8,0.62,0.337,2.96,82.9,4.7
Edward Olivares,OF/UTL,"April 22, 2023",2300,KCR,LAA,9.7,4,9.52,6.39,Tyler Anderson,LAA,52.725,59.5,86.8,38,8,0.705,0.41,5.17,35.8,3.7
Matt Thaiss,C1B/UTL,"April 22, 2023",2100,LAA,KC,28.4,4,7.72,3.07,Zack Greinke,KC,65,64,89.1,39.2,8.8,0.74,0.373,5.44,32.4,5
Christian Yelich,OF/UTL,"April 22, 2023",3100,MIL,BOS,24.9,3.9,10.74,11.32,Garrett Whitlock,BOS,88.025,73.8,92.8,52.9,10.6,0.85,0.472,5.23,45,4.2
Josh Jung,3B/UTL,"April 22, 2023",3000,TEX,OAK,16.2,3.9,10.82,10.55,Shintaro Fujinami,OAK,78.85,81.5,92,49.4,12.4,0.816,0.492,8.75,31.7,5.9
Kike Hernandez,2B/SS/OF/UTL,"April 22, 2023",2900,BOS,MIL,0,3.9,9.24,9.94,Wade Miley,MIL,29.325,30,50,10,10,0.598,0.32,3.06,56.9,5
Willson Contreras,C1B/UTL,"April 22, 2023",2800,STL,SEA,15.7,3.9,8.23,9.82,Luis Castillo,SEA,67.7,80.8,91.6,46.9,12.3,0.768,0.431,2.96,82.9,4.7
Esteury Ruiz,OF/UTL,"April 22, 2023",2800,OAK,TEX,9.2,3.9,9.52,9.14,Andrew Heaney,TEX,45.425,19,82.6,18.9,1.9,0.64,0.329,4.43,51.4,3.6
Christian Walker,C1B/UTL,"April 22, 2023",2700,ARI,SD,37.7,3.9,9.99,7.77,Joe Musgrove,SD,76.55,69.1,89.1,41.5,9.7,0.824,0.496,3.29,75.5,4.9
Anthony Santander,OF/C1B/UTL,"April 22, 2023",2600,BAL,DET,6.2,3.9,10.16,7.28,Joey Wentz,DET,84.175,78,90.9,45.5,11.7,0.847,0.503,6.78,25.2,5
Javier Baez,SS/UTL,"April 22, 2023",2500,DET,BAL,9,3.9,9.11,6.28,Kyle Gibson,BAL,26.5,25.8,87.7,38.9,3.4,0.575,0.321,4.77,45.5,3.9
Rougned Odor,2B/OF/UTL,"April 22, 2023",2200,SDP,ARI,0,3.9,8.9,3.63,Merrill Kelly,ARI,41.125,50.4,90.1,37.6,6.9,0.675,0.37,3.22,75.4,4.5
Conner Capel,OF/UTL,"April 22, 2023",2100,OAK,TEX,3,3.9,7.38,5.59,Andrew Heaney,TEX,60.825,0,86.4,18.8,0,0.701,0.329,4.43,51.4,3.6
James McCann,C1B/UTL,"April 22, 2023",2100,BAL,DET,18.7,3.9,7.04,3.14,Joey Wentz,DET,18.925,60.7,89.9,44.7,8.2,0.544,0.321,6.78,25.2,5
Hunter Dozier,3B/C1B/UTL,"April 22, 2023",2100,KCR,LAA,22.7,3.9,8.62,4.05,Tyler Anderson,LAA,19.875,27.1,84.4,38.9,3.7,0.558,0.305,5.17,35.8,3.7
Corbin Carroll,OF/UTL,"April 22, 2023",3300,ARI,SD,12.2,3.8,11.8,10.96,Joe Musgrove,SD,90.1,63.7,90.6,41.7,8.7,0.894,0.534,3.29,75.5,4.9
Bobby Witt Jr.,SS/UTL,"April 22, 2023",3300,KCR,LAA,6.5,3.8,12.49,10.48,Tyler Anderson,LAA,65.75,76.4,90.7,44.8,11.4,0.764,0.463,5.17,35.8,3.7
Alex Verdugo,OF/UTL,"April 22, 2023",3100,BOS,MIL,0,3.8,9.3,11.97,Wade Miley,MIL,82.35,35.1,89.3,37.6,4.8,0.806,0.449,3.06,56.9,5
Justin Turner,C1B/3B/UTL,"April 22, 2023",3000,BOS,MIL,12.2,3.8,10.13,8.52,Wade Miley,MIL,86.425,45.2,89.9,40.5,6.3,0.836,0.474,3.06,56.9,5
Alex Bregman,3B/UTL,"April 22, 2023",3000,HOU,ATL,9.2,3.8,10.65,9.78,Kyle Wright,ATL,63.025,37.7,87.8,35.5,5.2,0.739,0.398,5.79,41.1,4.7
Trent Grisham,OF/UTL,"April 22, 2023",3000,SDP,ARI,3,3.8,11.51,10.07,Merrill Kelly,ARI,55,88.7,91.1,41.4,14.1,0.728,0.401,3.22,75.4,4.5
Gabriel Moreno,C1B/UTL,"April 22, 2023",2600,ARI,SD,6,3.8,8.23,7.54,Joe Musgrove,SD,53.5,39.4,89.7,39.3,5.4,0.672,0.358,3.29,75.5,4.9
William Contreras,C1B/UTL,"April 22, 2023",2600,MIL,BOS,9.2,3.8,10.2,6.91,Garrett Whitlock,BOS,78.975,67.7,90.8,48.4,9.4,0.799,0.445,5.23,45,4.2
Akil Baddoo,OF/UTL,"April 22, 2023",2500,DET,BAL,3,3.8,8.56,5.53,Kyle Gibson,BAL,43.9,36.1,88.2,37.5,5,0.666,0.34,4.77,45.5,3.9
Brandon Drury,C1B/2B/UTL,"April 22, 2023",2400,LAA,KC,6.2,3.8,9.96,5.02,Zack Greinke,KC,79.275,78,89.9,46.1,11.7,0.822,0.5,5.44,32.4,5
Josh Rojas,3B/2B/UTL,"April 22, 2023",3100,ARI,SD,0,3.7,10.72,10.92,Joe Musgrove,SD,35.85,22.7,86.9,26.4,2.9,0.607,0.306,3.29,75.5,4.9
Cal Raleigh,C1B/UTL,"April 22, 2023",2900,SEA,STL,6.2,3.7,9.64,9.61,Miles Mikolas,STL,49.975,78.5,89.1,39.5,11.8,0.711,0.41,4.12,51.1,4.5
Riley Greene,OF/UTL,"April 22, 2023",2800,DET,BAL,3,3.7,9.1,9.09,Kyle Gibson,BAL,84.7,74.3,91.8,48.7,10.7,0.815,0.448,4.77,45.5,3.9
Luis Rengifo,2B/SS/OF/UTL,"April 22, 2023",2600,LAA,KC,6.2,3.7,10.68,7.69,Zack Greinke,KC,34.975,32.8,88.3,34.1,4.5,0.632,0.329,5.44,32.4,5
Jose Abreu,C1B/UTL,"April 22, 2023",2500,HOU,ATL,9.7,3.7,9.08,6.72,Kyle Wright,ATL,39.925,52,89.4,41.8,7.1,0.642,0.352,5.79,41.1,4.7
Jake Meyers,OF/UTL,"April 22, 2023",2300,HOU,ATL,3,3.7,7.02,5.49,Kyle Wright,ATL,46.375,52.5,85.2,26.8,7.2,0.687,0.381,5.79,41.1,4.7
Jesus Aguilar,C1B/UTL,"April 22, 2023",2300,OAK,TEX,24.7,3.7,8.77,5.21,Andrew Heaney,TEX,39.825,49.7,86.7,29.7,6.8,0.665,0.385,4.43,51.4,3.6
Eric Haase,C1B/OF/UTL,"April 22, 2023",2300,DET,BAL,0,3.7,7.17,4.98,Kyle Gibson,BAL,20.75,36.1,87.5,37.7,5,0.546,0.293,4.77,45.5,3.9
Connor Wong,C1B/UTL,"April 22, 2023",2200,BOS,MIL,0,3.7,7.23,4.69,Wade Miley,MIL,47.775,67.9,89.3,35.8,9.5,0.691,0.4,3.06,56.9,5
Dylan Carlson,OF/UTL,"April 22, 2023",2200,STL,SEA,0,3.7,6.9,5.96,Luis Castillo,SEA,56.175,57.4,89.2,37.7,7.7,0.71,0.367,2.96,82.9,4.7
Eli White,OF/UTL,"April 22, 2023",2000,ATL,HOU,0,3.7,5.94,3.04,Framber Valdez,HOU,6.85,0,90,42.9,0,0.307,0.071,2.76,88.8,5.6
Rowdy Tellez,C1B/UTL,"April 22, 2023",3400,MIL,BOS,22.2,3.6,11.04,12.21,Garrett Whitlock,BOS,39.8,61.1,89.3,38.5,8.3,0.672,0.388,5.23,45,4.2
Juan Soto,OF/UTL,"April 22, 2023",3300,SDP,ARI,12.4,3.6,13.44,10.62,Merrill Kelly,ARI,86.825,82.5,93.1,57.8,12.7,0.893,0.478,3.22,75.4,4.5
Austin Hays,OF/UTL,"April 22, 2023",3200,BAL,DET,3,3.6,11.4,11.91,Joey Wentz,DET,87.7,72.9,90.4,41.2,10.5,0.84,0.49,6.78,25.2,5
Nathaniel Lowe,C1B/UTL,"April 22, 2023",3200,TEX,OAK,22.1,3.6,13.18,10.6,Shintaro Fujinami,OAK,81.325,45.2,89.7,40.1,6.3,0.804,0.436,8.75,31.7,5.9
Eugenio Suarez,3B/UTL,"April 22, 2023",3000,SEA,STL,10,3.6,9.84,9.57,Miles Mikolas,STL,47.625,81.5,90.8,46.7,12.4,0.689,0.368,4.12,51.1,4.5
Ketel Marte,2B/UTL,"April 22, 2023",3000,ARI,SD,6.2,3.6,10.32,9.24,Joe Musgrove,SD,87.05,66.1,90.9,41.9,9.2,0.851,0.489,3.29,75.5,4.9
Teoscar Hernandez,OF/UTL,"April 22, 2023",2900,SEA,STL,22.2,3.6,9.88,8.21,Miles Mikolas,STL,54.85,87.3,90.7,49.6,13.8,0.72,0.423,4.12,51.1,4.5
Jesse Winker,OF/UTL,"April 22, 2023",2900,MIL,BOS,3,3.6,9.99,8.72,Garrett Whitlock,BOS,31.6,34.6,87.1,32.7,4.7,0.579,0.253,5.23,45,4.2
Salvador Perez,C1B/UTL,"April 22, 2023",2800,KCR,LAA,15.4,3.6,10.73,6.87,Tyler Anderson,LAA,62.275,72.6,90.4,46.1,10.4,0.743,0.444,5.17,35.8,3.7
Mauricio Dubon,2B/SS/OF/UTL,"April 22, 2023",2700,HOU,ATL,6.2,3.6,8.09,9.49,Kyle Wright,ATL,58.95,29.5,87.1,30.1,4.1,0.694,0.391,5.79,41.1,4.7
Brice Turang,2B/SS/UTL,"April 22, 2023",2700,MIL,BOS,0,3.6,8.33,8.22,Garrett Whitlock,BOS,22.55,24.4,86.8,29.1,3.2,0.566,0.305,5.23,45,4.2
Alek Thomas,OF/UTL,"April 22, 2023",2400,ARI,SD,0,3.5,7.87,6.88,Joe Musgrove,SD,45.575,48,88.8,41.6,6.6,0.68,0.404,3.29,75.5,4.9
Willy Adames,SS/UTL,"April 22, 2023",3500,MIL,BOS,9,3.5,11.37,12.14,Garrett Whitlock,BOS,47.15,87.3,87.1,35.3,13.8,0.706,0.411,5.23,45,4.2
Brent Rooker,OF/UTL,"April 22, 2023",3000,OAK,TEX,6,3.5,8.61,12.05,Andrew Heaney,TEX,74.475,90.8,91.4,48,14.9,0.817,0.477,4.43,51.4,3.6
Jake Cronenworth,C1B/2B/UTL,"April 22, 2023",2900,SDP,ARI,6.5,3.5,10.57,9.61,Merrill Kelly,ARI,41.2,28.3,87,31.3,3.9,0.666,0.353,3.22,75.4,4.5
Vinnie Pasquantino,C1B/UTL,"April 22, 2023",2900,KCR,LAA,6.2,3.5,10.36,8.93,Tyler Anderson,LAA,65.525,55.5,89.3,40.3,7.5,0.762,0.437,5.17,35.8,3.7
Spencer Torkelson,C1B/UTL,"April 22, 2023",2700,DET,BAL,3,3.5,7.62,8.17,Kyle Gibson,BAL,50.475,80.3,92.3,49.2,12.2,0.704,0.397,4.77,45.5,3.9
Shea Langeliers,C1B/UTL,"April 22, 2023",2700,OAK,TEX,6,3.5,8.08,8.45,Andrew Heaney,TEX,32.975,76.1,89.4,39.6,11.2,0.645,0.375,4.43,51.4,3.6
Brad Miller,C1B/UTL,"April 22, 2023",2700,TEX,OAK,0,3.5,9.35,7.36,Shintaro Fujinami,OAK,38.05,55.5,87.6,30,7.5,0.649,0.333,8.75,31.7,5.9
Vaughn Grissom,SS/UTL,"April 22, 2023",2600,ATL,HOU,6,3.5,8.65,5.79,Framber Valdez,HOU,48.725,41.4,86.7,35.8,5.7,0.622,0.308,2.76,88.8,5.6
AJ Pollock,OF/UTL,"April 22, 2023",2500,SEA,STL,6,3.5,7.98,6.95,Miles Mikolas,STL,16.6,53.9,88.8,40.4,7.4,0.538,0.317,4.12,51.1,4.5
Leody Taveras,OF/UTL,"April 22, 2023",2500,TEX,OAK,9.2,3.5,9.21,7.47,Shintaro Fujinami,OAK,81.7,51.5,89.7,40.8,7,0.803,0.467,8.75,31.7,5.9
Kyle Isbel,OF/UTL,"April 22, 2023",2300,KCR,LAA,12.7,3.5,7.86,5.99,Tyler Anderson,LAA,25.05,49.4,90.3,43.8,6.7,0.587,0.338,5.17,35.8,3.7
Aledmys Diaz,2B/SS/3B/UTL,"April 22, 2023",2200,OAK,TEX,0,3.5,8.13,5.25,Andrew Heaney,TEX,22.025,22.7,87.7,33.5,2.9,0.55,0.29,4.43,51.4,3.6
Paul Goldschmidt,C1B/UTL,"April 22, 2023",3600,STL,SEA,0,3.4,9.37,11.89,Luis Castillo,SEA,88.1,82.5,92.9,54.1,12.7,0.851,0.48,2.96,82.9,4.7
Austin Riley,3B/UTL,"April 22, 2023",3500,ATL,HOU,0,3.4,10.53,11.53,Framber Valdez,HOU,69.125,72.1,91.8,47.6,10.3,0.763,0.437,2.76,88.8,5.6
Lars Nootbaar,OF/UTL,"April 22, 2023",3400,STL,SEA,9.2,3.4,9.86,15.46,Luis Castillo,SEA,69.5,62.5,90,41.2,8.5,0.751,0.391,2.96,82.9,4.7
Lourdes Gurriel Jr.,OF/UTL,"April 22, 2023",2800,ARI,SD,3,3.4,9.23,8.83,Joe Musgrove,SD,77.225,64.6,88.9,46.9,8.9,0.815,0.492,3.29,75.5,4.9
Ramon Urias,3B/2B/C1B/UTL,"April 22, 2023",2800,BAL,DET,16.5,3.4,9.13,7.63,Joey Wentz,DET,60.325,70.5,90.1,41.7,9.9,0.717,0.39,6.78,25.2,5
Corey Julks,OF/UTL,"April 22, 2023",2700,HOU,ATL,9.5,3.4,7.99,8.66,Kyle Wright,ATL,68.05,31.4,87.8,37.3,4.3,0.732,0.405,5.79,41.1,4.7
Mike Trout,OF/UTL,"April 22, 2023",4100,LAA,KC,28.7,3.3,14.49,12.39,Zack Greinke,KC,85.2,93.5,92.1,52.7,16.3,0.862,0.493,5.44,32.4,5
Julio Rodriguez,OF/UTL,"April 22, 2023",4000,SEA,STL,0,3.3,11.52,13.59,Miles Mikolas,STL,58.425,70.5,92.6,50.4,9.9,0.719,0.407,4.12,51.1,4.5
Jonah Heim,C1B/UTL,"April 22, 2023",3300,TEX,OAK,19,3.3,10.44,13.96,Shintaro Fujinami,OAK,83.4,64.6,89.4,37.4,8.9,0.824,0.483,8.75,31.7,5.9
Ty France,C1B/UTL,"April 22, 2023",3300,SEA,STL,3,3.3,9.61,12.99,Miles Mikolas,STL,56.525,44.2,86.2,35.7,6.1,0.7,0.378,4.12,51.1,4.5
Pavin Smith,C1B/OF/UTL,"April 22, 2023",3200,ARI,SD,3,3.3,8.71,14.27,Joe Musgrove,SD,34.1,58.3,90,42.6,7.8,0.642,0.332,3.29,75.5,4.9
Ozzie Albies,2B/UTL,"April 22, 2023",3000,ATL,HOU,25.2,3.3,9.38,9.63,Framber Valdez,HOU,78.25,61.1,88.9,38,8.3,0.838,0.516,2.76,88.8,5.6
Gio Urshela,C1B/3B/SS/UTL,"April 22, 2023",2900,LAA,KC,3,3.3,9.7,9.41,Zack Greinke,KC,64.55,28.3,87.5,33.7,3.9,0.703,0.374,5.44,32.4,5
Masataka Yoshida,OF/UTL,"April 22, 2023",2900,BOS,MIL,6,3.3,8.74,10.02,Wade Miley,MIL,93.125,49.7,89.1,42.8,6.8,0.883,0.502,3.06,56.9,5
Alec Burleson,OF/C1B/UTL,"April 22, 2023",2700,STL,SEA,12.2,3.3,8.04,8.71,Luis Castillo,SEA,44.775,35.1,90.3,38.8,4.8,0.678,0.389,2.96,82.9,4.7
Kolten Wong,2B/UTL,"April 22, 2023",2500,SEA,STL,6.2,3.3,8.29,3.92,Miles Mikolas,STL,11.9,17.8,85.2,27.9,1.6,0.458,0.214,4.12,51.1,4.5
Matt Duffy,C1B/2B/3B/UTL,"April 22, 2023",2500,KCR,LAA,31.1,3.3,7.88,4.39,Tyler Anderson,LAA,59.275,26.2,85.8,28.2,3.5,0.682,0.352,5.17,35.8,3.7
Joey Wiemer,OF/UTL,"April 22, 2023",2300,MIL,BOS,0,3.3,7.54,6.5,Garrett Whitlock,BOS,42.1,74.9,88.9,37.5,10.9,0.684,0.39,5.23,45,4.2
Tyler Nevin,3B/UTL,"April 22, 2023",2200,DET,BAL,0,3.3,6,3.88,Kyle Gibson,BAL,8.1,58.8,89.7,42.1,7.9,0.398,0.184,4.77,45.5,3.9
Shohei Ohtani,OF/UTL,"April 22, 2023",3900,LAA,KC,0,3.2,13.65,11.15,Zack Greinke,KC,96.1,95.1,93.8,52.3,18.8,1.051,0.665,5.44,32.4,5
Brian Anderson,3B/OF/UTL,"April 22, 2023",3100,MIL,BOS,12.5,3.2,8.64,10.56,Garrett Whitlock,BOS,48.725,74.3,87,35.2,10.7,0.691,0.373,5.23,45,4.2
MJ Melendez,C1B/OF/UTL,"April 22, 2023",2700,KCR,LAA,25.2,3.2,9.32,7.11,Tyler Anderson,LAA,33.95,77.5,93.3,52.1,11.6,0.636,0.346,5.17,35.8,3.7
Tommy Edman,SS/UTL,"April 22, 2023",2700,STL,SEA,27.7,3.2,7.16,8.81,Luis Castillo,SEA,49.7,31.4,90,40.9,4.3,0.693,0.391,2.96,82.9,4.7
Kevin Smith,SS/UTL,"April 22, 2023",2100,OAK,TEX,6,3.2,6.41,3.42,Andrew Heaney,TEX,19.55,57.4,88.9,36.9,7.7,0.546,0.33,4.43,51.4,3.6
Yordan Alvarez,OF/UTL,"April 22, 2023",4500,HOU,ATL,22.2,3.1,12.65,14.95,Kyle Wright,ATL,92.725,95.1,93.4,55.7,18.8,0.978,0.589,5.79,41.1,4.7
Fernando Tatis Jr.,OF/UTL,"April 22, 2023",4400,SDP,ARI,24.9,3.1,14.51,0,Merrill Kelly,ARI,86.825,69.8,92,49.2,9.8,0.863,0.521,3.22,75.4,4.5
Kyle Tucker,OF/UTL,"April 22, 2023",3900,HOU,ATL,22.2,3.1,12.34,12.44,Kyle Wright,ATL,90.675,63,91.5,50,8.6,0.867,0.49,5.79,41.1,4.7
Ryan Mountcastle,C1B/UTL,"April 22, 2023",3800,BAL,DET,6.2,3.1,10.67,12.97,Joey Wentz,DET,45.675,90.9,91.4,44.4,15,0.689,0.423,6.78,25.2,5
Nolan Gorman,2B/3B/UTL,"April 22, 2023",3400,STL,SEA,12.5,3.1,8.39,12.57,Luis Castillo,SEA,65.9,85.2,90.8,48.4,13.3,0.786,0.469,2.96,82.9,4.7
Anthony Rendon,3B/UTL,"April 22, 2023",3100,LAA,KC,0,3.1,9.98,8.75,Zack Greinke,KC,51.675,35.1,90.1,41.6,4.8,0.678,0.318,5.44,32.4,5
Gunnar Henderson,3B/SS/UTL,"April 22, 2023",2700,BAL,DET,6.2,3.1,8.37,8.88,Joey Wentz,DET,73.075,76.4,92.2,52.4,11.4,0.804,0.462,6.78,25.2,5
Hunter Renfroe,OF/UTL,"April 22, 2023",3600,LAA,KC,46.6,3,11.49,11.61,Zack Greinke,KC,61.675,55.5,89.7,42.5,7.5,0.751,0.451,5.44,32.4,5
Nolan Arenado,3B/UTL,"April 22, 2023",3400,STL,SEA,6.5,3,8.9,10.02,Luis Castillo,SEA,83.3,67,89.7,42,9.3,0.847,0.516,2.96,82.9,4.7
Jeremy Pena,SS/UTL,"April 22, 2023",3200,HOU,ATL,18.2,3,9.16,11.69,Kyle Wright,ATL,48.95,41.4,87.6,35.4,5.7,0.687,0.39,5.79,41.1,4.7
Ha-Seong Kim,2B/3B/SS/UTL,"April 22, 2023",2600,SDP,ARI,13,3,9.32,6.31,Merrill Kelly,ARI,72.425,42.1,87.1,30,5.8,0.769,0.418,3.22,75.4,4.5
Jarred Kelenic,OF/UTL,"April 22, 2023",3400,SEA,STL,24.7,2.9,9.07,11.83,Miles Mikolas,STL,65.425,74.9,91.8,49.5,10.9,0.763,0.443,4.12,51.1,4.5
Geraldo Perdomo,SS/2B/UTL,"April 22, 2023",3100,ARI,SD,0,2.9,7.34,11.18,Joe Musgrove,SD,78.975,17.5,84.8,18.9,1.5,0.796,0.409,3.29,75.5,4.9
J.P. Crawford,SS/UTL,"April 22, 2023",2500,SEA,STL,9.2,2.9,6.97,7.3,Miles Mikolas,STL,72,27.9,89.4,38.9,3.8,0.77,0.402,4.12,51.1,4.5
Matt Olson,C1B/UTL,"April 22, 2023",4300,ATL,HOU,6.2,2.8,10.65,14.9,Framber Valdez,HOU,86.05,96.3,94.7,56.9,19.1,0.933,0.573,2.76,88.8,5.6
Adley Rutschman,C1B/UTL,"April 22, 2023",4000,BAL,DET,15.7,2.8,10.8,12.47,Joey Wentz,DET,80.15,52,88,37.5,7.1,0.801,0.426,6.78,25.2,5
